id,标题,评分,上映日期,海报,主演,地区,电影类型,评论人数
1294570,爱情短片,8.8,1988-10-21,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2189908788.jpg,"格拉日娜·沙波沃夫斯卡, 奥拉夫·卢巴申科, 斯特凡尼亚·伊文斯卡, 比奥迪·玛查里卡, 阿图尔·巴奇斯, 汉娜·霍伊纳茨卡, 斯塔尼斯拉娃·加瓦里克, 托马斯兹·格拉多维斯基, 拉法尔·伊穆布罗, 杨·皮科辛斯基, 克雷兹耶托夫·考普佩尔斯基, 杰罗斯拉娃·迈克勒斯卡, 玛乌戈扎塔·罗日尼亚托夫斯卡, 额米莉亚·兹沃克斯卡",波兰,"剧情, 爱情",31833
30135113,骡子,7.9,2019-08-26,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2563626309.jpg,"克林特·伊斯特伍德, 布莱德利·库珀, 劳伦斯·菲什伯恩, 迈克尔·佩纳, 黛安·韦斯特, 安迪·加西亚, 艾莉森·伊斯特伍德, 泰莎·法米加, 伊格纳西奥·塞利齐奥, 劳恩·迪恩, 尤金·科戴洛, 理查德·赫德, 乔·克内泽维奇, 维克多·罗塞克, 罗伯特·拉萨多, 诺尔·古格雷米, 小克利夫顿·克林斯, 丹尼尔·蒙卡达, 保罗·阿拉约, 卡里姆·J.格里梅斯, 迭戈·卡塔诺, 迪伦·库斯曼, 皮特·布里斯, 曼尼·蒙塔纳, 洛博·塞巴斯蒂安, 泰丝·马里斯·金凯德, 贝琪·阿尔特林格, 蒂莫西·卡尔, 吉尔·弗林特, 凯蒂·吉尔, 杰伦·戈登, 杰伊·古铁雷斯, 塞西尔·M·亨利, 雷·埃尔南德斯, 肖恩·麦克米伦, 德文·奥格登, 帕蒂·舍尔哈斯, 德里克·罗素, 詹姆斯·威廉·巴拉德",美国,"剧情, 犯罪",141164
1477448,南极大冒险,8.7,2006-04-21,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p687048224.jpg,"保罗·沃克, 布鲁斯·格林伍德, 穆恩·布拉得古德, 温迪·古逊, 贾森·比格斯, 马尔科姆·斯图尔特, 加里·切克, 奥古斯特·斯彻伦伯格, 丹·茨斯基, D.J., Koda, 丹尼尔·巴孔, 迈克尔·亚当思韦特, Connor Christopher Levins, Belinda Metz, Brenda Campbell, Levi Woods, Megan McKinnon",美国,"剧情, 冒险",87616
7059671,最佳出价,8.4,2013-01-01,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2039855496.jpg,"杰弗里·拉什, 吉姆·斯特吉斯, 西尔维娅·侯克斯, 唐纳德·萨瑟兰, 菲利普·杰克森, 德尔莫特·克劳利, 基努娜·斯塔梅尔, 莉亚·科贝德, 肖恩·布坎纳, 濑户叶松, 卡特丽娜·卡波迪丽斯塔, 杰瑞·沙纳汉, 汉纳·布里特兰德, 丽塔·戴维斯",意大利,"剧情, 爱情, 悬疑",205280
1316580,春夏秋冬又一春,8.5,2003-08-14,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2554626580.jpg,"吴永洙, 金基德, 金永敏, 徐在京, 何丽珍, 池大汉, 崔旻, 金正英, 朴智娥","韩国, 德国",剧情,130184
1308086,昨天,8.7,2001-09-04,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2871315616.jpg,"贾宏声, 王彤, 贾凤森, 朱洪茂",中国大陆,"传记, 剧情, 音乐",42565
27072795,幸福的拉扎罗,8.5,2018-05-13,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2521583093.jpg,"阿德里亚诺·塔尔迪奥洛, 阿涅塞·格拉齐亚尼, 卢卡·奇科瓦尼, 阿尔芭·罗尔瓦赫尔, 塞尔希·洛佩斯, 纳塔利诺·巴拉索, 托马索·拉尼奥, 尼可莱塔·布拉斯基, 达里亚·帕斯卡·阿托利尼, 达维德·登奇, 帕斯夸丽纳·斯昆恰, 卢西亚诺·维尔加罗","意大利, 瑞士, 法国, 德国","剧情, 奇幻",116070
1301106,布达佩斯之恋,8.6,1999-10-21,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p467734271.jpg,"艾丽卡·莫露珊, 约阿希姆·克罗尔, 斯特法诺·迪奥尼斯, 本·贝克, 安德拉斯·巴林特, István Mikó, Ferenc Némethy, Zsuzsa Mányai, Anna Ráckevei, 伊尔塞·齐尔斯塔夫, Angelo Franke, Ernst Kahl, Júlia Zsolnai, 提伯·肯德雷西, 朵卡·格莱拉斯, 塞巴斯蒂安·科赫, 马尔塔·巴科, Rolf Becker, 费伦克·巴斯, 卡尔·菲舍尔, Michael Gampe, 马库斯·赫林, László I. Kish, 丹尼斯·莫斯奇托","德国, 匈牙利","爱情, 剧情",85217
1293527,美国X档案,8.5,1998-10-30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792437057.jpg,"爱德华·诺顿, 爱德华·福隆, 比佛莉·德安姬罗, 艾弗利·布鲁克斯, 埃利奥特·古尔德, 斯泰西·基齐, 威廉姆·拉斯, 盖·托利, 费尔鲁扎·鲍克, 詹妮弗·林, 伊桑·苏普利, Paul E. Short, 丹尼·皮尔斯, 雷克斯·樟普伊斯",美国,"犯罪, 剧情",101307
35376457,爱情神话,8.1,2021-12-24,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2772925591.jpg,"徐峥, 马伊琍, 吴越, 倪虹洁, 周野芒, 黄明昊, 王影璐, 宁理, 张芝华, 吴冕, 冯玛娅, 哈姆扎·阿萨尔, 孙思瀚, 赵胤胤, 卫莱, 史航",中国大陆,"剧情, 喜剧, 爱情",765347
25738406,如晴天，似雨天,8.3,2014-09-27,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2261938616.jpg,"朱利安·夏特金, 莉顿·梅斯特, 黛博拉·梅辛, 欧嘉·梅雷迪斯, 韦恩·普雷特洛, 乔治娅·希梅内斯·里弗谢, 阿尔弗雷多·纳西索, 比利·乔·阿姆斯特朗, 萨布丽娜·马查多, 达茜·福勒, 奥莉维亚·卢卡尔迪, Luiza Valdetaro, 康纳·卡罗尔, 吉恩·史密斯-卡梅隆, 詹姆斯·麦卡弗里",美国,"剧情, 音乐",157489
2037012,革命之路,8.2,2008-12-15,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480460526.jpg,"凯特·温斯莱特, 莱昂纳多·迪卡普里奥, 克里斯托弗·菲茨杰拉德, 尼尔·布莱德森, 马琳·爱尔兰, 萨曼莎·索尔, 山姆罗森, 大卫·哈伯, 凯瑟琳·科廷, 凯西·贝茨, 理查德·伊斯顿, 凯瑟琳·哈恩, 佐伊·卡赞, 迪伦·贝克, 基思·雷丁, 芮安·辛普金斯, 泰·辛普金斯, 马克斯·凯塞拉, 麦克斯·贝克, 杰伊·桑德斯, 迈克尔·珊农, Jason Etter, Kal Thompson, Racheline Maltese, 文斯·佐丹奴, 克里斯汀·康奈利, 约翰·贝尔曼, Dan Burkarth, 大卫·坎贝尔, 彼得·康博伊, 戴维·基尔, 乔什·格里赛迪, Zoe Hartman, Amy Mielke, Cristina Marie, 肖恩·麦瑞南, Timothy McCartney, 亨尼·罗素, 乔纳森·伊冯, Jared Morrison, 威尔·桑德森, 杰伊·费拉罗","美国, 英国","剧情, 爱情",227289
1294421,伊万的童年,8.8,1962-04-06,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2360167553.jpg,"尼古拉·布尔里亚耶夫, 瓦连京·祖布科夫, 叶甫盖尼·扎里科夫, 斯捷潘·克雷洛夫, 尼古拉·格林科, 季米特里·米柳坚科, 瓦连京娜·玛利亚维娜, 伊尔玛·拉乌什, 安德烈·康查洛夫斯基, 伊万·萨夫金, 弗拉基米尔·马连科夫",苏联,"剧情, 战争",48809
2133337,斯图尔特：倒带人生,8.6,2007-09-23,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2170102215.jpg,"汤姆·哈迪, 本尼迪克特·康伯巴奇, 尼古拉·达菲特, 艾德娜·多雷, 莫恩博特斯, Lorna Bennett, 亚当·肖, 理查德·帕蒂弗, 费莉西蒂·迪安",英国,剧情,62187
3364223,了不起的盖茨比,8.0,2013-08-30,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2091221628.jpg,"莱昂纳多·迪卡普里奥, 凯瑞·穆里根, 托比·马奎尔, 伊丽莎白·德比齐, 艾拉·菲舍尔, 乔尔·埃哲顿, 杰森·克拉克, 卡兰·麦克奥利菲, 阿米达普·巴强, 丽莎·亚当, 史提夫·比斯利, 理查德·卡特, 阿德莱德·克莱蒙丝, 文斯·科洛斯莫, 马克斯·库伦, 马尔·戴, 伊甸·福尔克, 加勒特·威廉·方丹, 肖恩·哈普, Stephen James King, 戈兰·D·克鲁特, 哈米什·迈克尔, 希瑟·米切尔, 凯特·马尔瓦尼, 巴里·奥托, John 'Cha Cha' O'Connell, 尼克·泰特, 杰克·汤普森, 嘉玛·沃德, 马修·惠德特, 费利克斯·威廉森, 比尔·扬, 劳拉·穆拉凯, 巴兹·鲁赫曼, 瑞安·库柏, 金锋, 埃迪·里查德, 杰克·莱恩, 奈杰尔·哈尔巴克","澳大利亚, 美国","剧情, 爱情",683868
25882861,危楼愚夫,8.4,2014-08-09,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2253299818.jpg,"阿尔焦姆·贝斯特罗夫, 娜塔莉亚·苏尔科娃, 尤里·楚里洛, 鲍里斯·涅夫佐罗夫, 基里尔·波卢欣, 亚历山大·科尔舒诺夫, 奥尔嘉·萨莫希纳, 达里娅·莫罗兹, 谢尔盖·阿尔齐巴舍夫, 叶莲娜·维克托罗夫娜·帕诺娃, 德米特里·库利奇科夫, 伊利亚·伊萨耶夫, 马克西姆·平斯克尔, 柳博夫·鲁坚科, 伊琳娜·尼兹纳, 戈尔戴·科勃泽夫, 彼得·巴兰切耶夫, 罗曼·马约罗夫, 季穆尔·库尔班加列耶夫, 尼娜·安丘霍娃, 尼古拉·宾杰拉, Larisa Domaskina",俄罗斯,剧情,80914
23331914,狂怒,8.0,2014-11-21,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2209858994.jpg,"布拉德·皮特, 希亚·拉博夫, 罗根·勒曼, 迈克尔·佩纳, 乔·博恩瑟, 吉姆·帕拉克, 布拉德·威廉姆·亨克, 凯文·万斯, 泽维尔·塞缪尔, 詹森·艾萨克, 安娜玛丽亚·玛琳卡, 艾丽西娅·冯·里特贝格, 斯科特·伊斯特伍德, 马利克·奥拉维克, 劳拉·赫兰德, 安库塔·布雷班, 约翰·麦克米兰, 克里斯蒂安·孔特雷拉斯, 斯特拉·斯托克尔, 布兰科·托莫维奇, 杰克·巴农, 艾丁·盖利, 尤金娜·库日敏娜, 丹尼尔·贝茨, 劳伦斯·斯佩尔曼, 克里斯蒂娜·沃尔夫","美国, 中国大陆, 英国","剧情, 动作, 战争",207030
1292065,疤面煞星,8.3,1983-12-01,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p725257976.jpg,"阿尔·帕西诺, 斯蒂文·鲍尔, 米歇尔·菲佛, 玛丽·伊丽莎白·马斯特兰托尼奥, 罗伯特·劳吉亚, 菲德尔·卡斯特罗, Angela Aames, 拉娜·克拉克森, 查尔斯·德恩, 丹尼斯·弗兰茨, 格雷格·亨利, 布莱特·拉特纳, Randall Rutledge, 约翰·布兰登, Marcus Shirock, 凯文·梅杰·霍华德, Margaret Michaels, 格诺·席尔瓦, Manuel Padilla Jr., 理查德·贝尔泽, Dennis Holahan, 凯特·西亚, 查尔斯·A·坦伯罗, F·默里·亚伯拉罕, 马克·马戈利斯, Miriam Colon, 保罗·希纳尔, 哈里斯·于林, 帕皮·塞尔纳, 迈克尔·P·莫兰",美国,"犯罪, 剧情, 惊悚",90042
20438962,鸟人,8.0,2014-08-27,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2203838902.jpg,"迈克尔·基顿, 爱德华·诺顿, 艾玛·斯通, 扎克·加利凡纳基斯, 安德丽娅·赖斯伯勒, 娜奥米·沃茨, 艾米·莱安, 梅里特·韦弗, 克拉克·米德尔顿, 琳赛·邓肯, 罗伯塔·科林德雷斯, 布拉德·雅各布维茨, 乔尔·加兰, Jamahl Garrison-Lowe, 娜塔莉·戈尔德, 布莱恩·伯顿","美国, 墨西哥","剧情, 喜剧",259504
35056243,十三条命,8.5,2022-07-29,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2877798713.jpg,"维果·莫腾森, 科林·法瑞尔, 乔尔·埃哲顿, 汤姆·巴特曼, 乔什·赫尔曼, 简·拉金, 扎赫拉·纽曼, 保拉·加西亚, 刘易斯·菲茨-杰拉德, 维他亚·潘斯林加姆, 保罗·格里森, 萨哈贾克·波斯安吉特, 阿汀·约翰, 彼得·奈特, 披纳若·苏潘平佑, 凯文·斯宾克, 布莱克·麦克法兰, 苏格拉瓦·卡那诺, 提拉·丘迪库尔, 沙克里亚·塔里亚瓦特, 提拉瓦特·穆维莱, 努弗恩·布艾, 文森特·B·戈尔斯, 提拉帕·萨扎顾,  查恰瓦·卡蒙萨皮塔克, 陂帕同·颂通亚纳奇, 普洛伊·帕特拉科恩·唐苏帕昆, 凯·潘塔诺","美国, 加拿大, 英国","剧情, 传记, 惊悚",55959
24325923,我和厄尔以及将死的女孩,8.2,2015-01-25,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2252040270.jpg,"托马斯·曼, 奥利维亚·库克, RJ·赛勒, 尼克·奥弗曼, 莫莉·香侬, 乔·博恩瑟, 康妮·布里登, 凯瑟琳·休斯, 马特·本内特, 休·杰克曼, 马萨姆·霍顿, 鲍比·J·汤普森, 张乔星",美国,"剧情, 喜剧",94426
33407124,浪客剑心 最终章 追忆篇,8.6,2021-06-04,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2641373748.jpg,"佐藤健, 有村架纯, 高桥一生, 北村一辉, 江口洋介, 村上虹郎, 安藤政信, 大西信满, 池内万作, 藤本隆宏, 和田聪宏, 中村达也, 荒木飞羽, 洼田正孝, 平野生成, 堀田真由, 一之濑亘, 石田法嗣, 成田瑛基, 奥野瑛太, 渡边真起子, 武井咲, 新田真剑佑, 青木崇高, 苍井优, 伊势谷友介, 土屋太凤, 三浦涼介, 音尾琢真, 鹤见辰吾, 中原丈雄, 野中隆光, 高杉亘, 高桥努, 大西武志, 松泽匠, 渡部龙平, 菅原健, 铃之助, 増田修一朗, 中崎敏",日本,"剧情, 动作, 冒险",45624
1292338,祖与占,8.4,1962-01-23,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p555160366.jpg,"让娜·莫罗, 奥斯卡·威内尔, 亨利·赛尔, 万娜·乌尔比诺, 阿妮·内尔森, 萨比娜·奥德潘, 玛丽·杜布瓦, 米歇尔·索博, 弗朗索瓦·朵列",法国,"剧情, 爱情",57555
35882880,宿敌,8.5,2022-04-28,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2874026114.jpg,"普利特维拉吉·苏库玛兰, 玛玛塔·莫汉达斯",印度,剧情,47955
26704590,一念无明,7.9,2017-04-07,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2452970761.jpg,"曾志伟, 余文乐, 方皓玟, 金燕玲, 陈学文, 麦子乐, 吴肇轩, 税瀞熙, 陈彼得, 朱跃希, 陈凤珍, 曾洁卿, 何国男",中国香港,"剧情, 家庭",108615
34467461,巴比伦,8.0,2022-12-23,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2889092995.jpg,"布拉德·皮特, 玛格特·罗比, 迭戈·卡尔瓦, 珍·斯马特, 约翰·艾德坡, 李丽君, P·J·伯恩, 卢卡斯·哈斯, 奥莉维亚·汉密尔顿, 麦克思·明格拉, 罗里·斯卡沃, 凯瑟琳·沃特斯顿, 托比·马奎尔, 弗利, 杰夫·格尔林, 埃里克·罗伯茨, 伊桑·苏普利, 萨玛拉·维文, 奥利维亚·王尔德, 菲比·汤金, 斯派克·琼斯, 詹妮弗·格兰特, 弗雷德里克·凯勒, 托德·吉贝哈恩, 克洛伊·菲内曼, 乔纳·普拉特, 肖恩·奥布赖恩, 鲍勃·克莱德宁, 马科斯·A.费拉斯, 达蒙·冈普顿, 雷恩·哈珀, 里安·里斯, 米拉加·格尔比奇, 卡莲娜·布里奇, 布莱克叶·埃南, 安娜·科托, 卡罗琳娜·辛查克, 特洛伊·梅特卡夫, 迈克·加萨威, 特里·沃尔特斯, 莎拉·凯瑟琳·贝勒米, 安娜·查泽雷, 约翰·克里, 伯克·弗洛伊德, 基思·库尔, 瑞克·萨拉比亚, 尼克·巴加, 雅科夫·科隆塔罗夫, 安德鲁·霍特里, 艾利克斯·多布兰口, 亚历山大·陈, 哈尔·戴恩, Maye Harris, 凯瑟琳·霍利斯·彼得斯, 奥黛拉·米洛斯, Saint Heart",美国,"剧情, 喜剧, 历史",117457
1293226,双重赔偿,8.5,1944-07-03,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1675680930.jpg,"弗莱德·麦克莫瑞, 芭芭拉·斯坦威克, 爱德华·罗宾逊, 波特·霍尔, 琼·希瑟, 汤姆·鲍尔斯, Byron Barr, 理查德·盖恩斯, 福图尼奥·博纳诺瓦, John Philliber, 杰姆斯亚当森, 约翰·贝里, 雷蒙德·钱德勒, 埃德蒙·科博, Kernan Cripps, Betty Farrington, 贝丝·弗劳尔斯, Eddie Hall, Teala Loring, 乔治·麦格瑞, Sam McDaniel, Billy Mitchell, 克拉伦斯·缪斯, Constance Purdy, Floyd Shackelford, Oscar Smith, 道格拉斯·斯宾塞, Florence Wix",美国,"剧情, 犯罪, 悬疑, 惊悚, 黑色电影",44095
25798448,解救吾先生,7.7,2015-09-30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2267511583.jpg,"刘德华, 刘烨, 王千源, 吴若甫, 林雪, 赵小锐, 李梦, 蔡鹭, 陆彭, 余皑磊, 郭洺宇, 钟艺, 巩承琪, 刘然, 马思纯, 陈九涵, 刘頔, 王铮, 桑平, 那威, 金彧亮",中国大陆,"剧情, 犯罪",427721
3626416,十月围城,7.7,2009-12-18,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1697172942.jpg,"甄子丹, 王学圻, 梁家辉, 胡军, 王柏杰, 谢霆锋, 李宇春, 巴特尔, 黎明, 范冰冰, 曾志伟, 任达华, 周韵, 张涵予, 张学友, 李嘉欣, 吕中, 释彦能, 张建亚, 岑建勋, 伍允龙, 王文杰, 汪汐潮, 杜宇航, 黎烈弓, 娄淇, 刘广宁, 张优, 周彦岑, 许守钦, 韦奕波, 史飞达, 郝靓, 姚学力, 彭崯, 车剑晖, 杨光","中国香港, 中国大陆","动作, 剧情, 历史",324659
1418190,007：大战皇家赌场,7.8,2007-01-30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p790087797.jpg,"丹尼尔·克雷格, 伊娃·格林, 麦斯·米科尔森, 朱迪·丹奇, 杰弗里·怀特, 吉安卡罗·吉安尼尼, 卡特琳娜·莫里诺, 西蒙·阿布卡瑞安, 伊萨赫·德·班克尔, 加斯帕·克里斯滕森, 伊万娜·米利塞维奇, 托比亚斯·门基斯, 克劳迪奥·桑塔玛利亚, 塞巴斯蒂安·弗坎, 马尔科姆·辛克莱, 理查德·塞梅尔, 路德格·皮斯特, 约瑟夫·米尔森, 达尔文·肖, 克雷蒙斯·施伊克, 汤姆·查本, 乌尔巴诺·巴尔贝里尼, 周采芹, 拉扎尔·里斯托夫斯基, 汤姆·索, 范若施卡·冯·兰朵夫, 卡洛斯·李尔, 克里斯蒂娜·科尔, 尤尔根·塔拉施, 克里斯平 伯汉姆-卡特, 丽贝卡·格辛斯, 彼得·诺特利, 罗伯特·G·斯雷德, 费莉西特·杜·洁, 麦克拉·奥乔茨卡, 米切尔奥菲, 迈克尔·G·威尔森, 菲尔·梅赫克斯, 亚历桑德拉·安布罗休, 里贾纳·加巴约娃, 委拉斯提娜·斯瓦特库娃, 米罗斯拉夫·西蒙尼克, 伊万·格维拉, 拉斯科·阿特金斯, 理查德·布兰森, 马丁·坎贝尔, 塔拉·卡迪纳尔, 本·库克, 格伦·福斯特, 亚历山大·海瑟薇, 布拉德·雅各布维茨, 杨·罗克塔, 马克·奥尼尔, 冈瑟·冯·哈根斯, 托玛斯·博·拉森, 里奥·斯特兰斯基","英国, 捷克, 美国, 德国, 巴哈马","剧情, 动作, 惊悚, 冒险",199877
6873143,一条狗的使命,7.7,2017-03-03,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2432493858.jpg,"乔什·加德, 布丽特·罗伯森, 丹尼斯·奎德, 佩吉·利普顿, K·J·阿帕, 布莱斯·吉扎尔, 朱丽叶·赖伦斯, 卢克·柯比, 加布里埃尔·罗斯, 迈克尔·博夫舍维尔, 洛根·米勒, 柯尔比·豪威尔-巴普蒂斯特, 普奇·豪尔, 约翰·奥提兹, 妮科尔·勒普拉卡, 彼特·科拉米斯, 卡罗琳·凯芙, 简·迈克格雷格, 科维西·阿梅扬, 卡琳·博姆拜克, 娜奥米·弗伦内特, John C. MacDonald, 罗斯·道格拉斯·诺布尔",美国,"剧情, 喜剧, 家庭",386223
3338851,锅匠，裁缝，士兵，间谍,7.9,2011-09-16,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1202175107.jpg,"加里·奥德曼, 科林·费尔斯, 汤姆·哈迪, 约翰·赫特, 托比·琼斯, 马克·斯特朗, 本尼迪克特·康伯巴奇, 塞伦·希德, 大卫·丹席克, 斯维特兰娜·库德钦科娃, 劳拉·卡尔迈克尔, 斯蒂芬·格拉汉姆, 杰瑞德·哈里斯, 约翰·勒·卡雷, 康斯坦丁·哈宾斯基, 西蒙·迈克伯尼, 罗格·洛伊德-派克, 斯图尔特·格雷厄姆, 克里斯蒂安·麦凯, 凯西·伯克, 杰米·托马斯·金, 菲利普·马丁·布朗, 托马什·科瓦尔斯基, 哈维·沃尔什, 翟存元, 卡特里娜·瓦西里耶娃","英国, 法国, 德国","剧情, 悬疑, 惊悚",115149
25881247,边境杀手,7.7,2015-05-19,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2263976596.jpg,"艾米莉·布朗特, 本尼西奥·德尔·托罗, 乔什·布洛林, 维克多·加博, 乔·博恩瑟, 丹尼尔·卡卢亚, 杰弗里·多诺万, 劳尔·特鲁希洛, 胡里奥·凯撒·赛迪罗, 汉克·罗杰森, 马克斯米利亚诺·赫尔南德斯, 艾伦·D·柏温, 迪兰·科宁, 马修·佩奇, 约翰·彼得·贝尔纳多, 瑞欧·亚历山大, 亚历克斯·奈特, 马蒂·林赛, 洛拉·玛汀内斯-康宁安, 埃德加·阿雷拉, 萨拉·明妮奇","美国, 墨西哥, 中国香港","剧情, 犯罪, 惊悚",161115
27042467,摇摆狂潮,8.2,2018-12-19,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2545836537.jpg,"都敬秀, 朴惠秀, 吴正世, 金民浩, 朴真珠, 白仁权, 杰瑞德·格里姆斯, 罗斯·凯特尔, 李东勇, 姜吉宇, 金圭白, 李朗瑞, 朱海恩, 李泰英, 李圭成, 崔恩静, 吴庆华, 马修·达西, 达林·肖",韩国,"剧情, 战争, 歌舞",54692
1389915,一江春水向东流,8.6,2017-10-27,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2503175729.jpg,"白杨, 陶金, 舒绣文, 上官云珠, 吴茵, 王苹, 顾梦鹤, 周伯勋, 高正, 叶小铿, 王静安, 傅伯棠, 梁山, 易虹, 葛梅强, 田广才",中国大陆,剧情,18315
3071441,雪国列车,7.6,2014-03-17,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2173648321.jpg,"克里斯·埃文斯, 宋康昊, 艾德·哈里斯, 约翰·赫特, 蒂尔达·斯文顿, 杰米·贝尔, 奥克塔维亚·斯宾瑟, 艾文·布莱纳, 艾丽森·皮尔, 高我星, 斯蒂夫·朴, 卢克·帕斯夸尼洛, 肯尼·道提, 克拉克·米德尔顿, 弗拉德·伊凡诺夫, 阿德南·哈斯科维奇, 艾玛·列维, 托马斯·勒马尔奎斯, Igor Juric, 马坎索尼·雷斯, 吉姆·海伊, Griffin Seymour, 肖恩·康纳·伦威克, 布莱恩·科林·弗利, 肯德里克·昂, 达纳·格林, 派瑞·申, 约瑟夫·贝尔托特, 科乔·亚仕都","韩国, 捷克","剧情, 动作, 科幻",473026
2136824,成事在人,8.2,2009-12-11,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1054037032.jpg,"摩根·弗里曼, 马特·达蒙, 托尼·戈罗奇, 帕特里克·莫佛肯, 马特·斯特恩, 朱利安·刘易斯·琼斯, 阿卓艾·安多, 玛格丽特·惠特利, 蕾乐蒂·库马洛, 帕特里克·利斯特, 佩妮·唐尼, 西邦吉莱·诺吉拉, 邦妮·汉娜, 谢克斯·迈科, 路易斯·米纳尔, 罗宾·史密斯, 大卫·杜卡斯, 格兰特·斯旺比, 斯科特·伊斯特伍德, 斯特里奥·萨万特, 比约恩·施泰因巴赫, Mark Rickard, 罗伯特·霍布斯, McNeil Hendricks, 阿什利·泰勒, 纳別卡恩特普沃特, 肖恩·卡梅伦·迈克尔, 兰利·柯克伍德, 约翰尼·希科",美国,"传记, 剧情, 历史, 运动",50334
1291878,不良教育,8.3,2004-03-19,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910921856.jpg,"盖尔·加西亚·贝纳尔, 费雷·马丁内兹, 丹尼尔·希梅内斯·卡乔, 路易斯·奥马, 弗朗西斯科·梅斯特, 弗郎西斯科·博伊拉, 胡安·费尔南德斯, 纳乔·佩雷斯, 哈维尔·卡马拉, 阿尔维托·费雷罗, 佩特拉·马丁内斯, Roberto Hoyas, 阿古斯丁·阿莫多瓦, 佩德罗·阿莫多瓦, 波尔·莫南, 萨拉·蒙铁儿, 蕾欧诺·瓦特林, 何塞·马利亚·亚兹皮克",西班牙,"剧情, 犯罪, 悬疑, 惊悚, 同性",42407
24751756,老炮儿,7.5,2015-12-24,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2276674912.jpg,"冯小刚, 许晴, 张涵予, 刘桦, 李易峰, 梁静, 白举纲, 于和伟, 连奕名, 尚语贤, 鲁诺, 管宗祥, 尹力, 余皑磊, 宁浩, 江珊, 张译, 郭京飞, 张鲁一, 赵毅, 梁天, 张一山, 王俊凯, 王源, 易烊千玺, 巴图, 陶泽如, 吴谨言, 马元, 马书良, 佟磊, 胡晓光, 姜怡伊, 肖彦博, 王盛, 刘云龙, 杜珺, 庞国昌",中国大陆,"剧情, 犯罪",790373
1292403,猎鹿人,8.3,1978-12-08,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1322206300.jpg,"罗伯特·德尼罗, 约翰·凯泽尔, 约翰·萨维奇, 克里斯托弗·沃肯, 梅丽尔·斯特里普, 乔治·杜兹达扎, 查克·阿斯佩格伦, 雪莉·斯托勒, 拉特安亚·阿尔达, 玛迪·卡普兰, 艾米·莱特, 理查德·库斯, 乔·格里法西, Victoria Karnafel, 詹姆斯·卡尔, Michael Santiago",美国,"剧情, 战争",40650
1433701,上甘岭,8.4,1956-12-01,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2537259656.jpg,"高保成, 徐林格, 张亮, 刘玉茹, 刘磊, 李树楷, 田烈, 张凤翔, 白英宽, 张健佑, 张巨光, 王枫, 王春英, 周森冠",中国大陆,"战争, 剧情",19613
1412579,亲切的金子,7.6,2005-07-29,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561799537.jpg,"李英爱, 崔岷植, 金时厚, 南一祐, 金秉玉, 吴达洙, 李胜欣, 金富善, 罗美兰, 托尼·巴里, 高素熙, 李代延, 朴明申, 吴光禄, 宋康昊, 申河均, 刘智泰, 姜惠贞, 尹珍序, 柳昇完, 崔政宇, 车顺裴, 元美媛, 韩载德",韩国,"剧情, 犯罪, 惊悚",186260
